"V1","V2","V3","V4","V5","V6"
"S2","H2","D2","SJ","CQ",6
"S3","S9","H9","D9","DK",6
"S3","H3","C3","S8","D8",3
"SA","HA","DA","H9","DK",6
"C5","S6","D6","C6","CJ",6
"D5","D8","S9","H9","C9",6
"C2","D10","SJ","HJ","DJ",6
"S4","D5","C6","D7","C8",5
"D2","D6","D7","D8","D10",4
"D2","C10","SJ","HJ","CJ",6
"SA","HA","CA","C7","DQ",6
"H5","D5","C5","C8","SK",6
"H6","S7","D8","C9","S10",5
"H5","H8","H10","D10","C10",6
"S6","H6","C6","C10","CQ",6
"S6","H8","D8","C8","SJ",6
"H3","H4","H6","H8","HQ",4
"C2","SJ","SK","DK","CK",6
"S6","H6","C6","H8","CJ",6
"S5","H5","D5","C7","HJ",6
"CA","S10","H10","D10","HK",6
"S5","S8","H8","D8","S9",6
"DA","CA","HJ","DJ","CJ",3
"H8","D9","S10","CJ","DQ",5
"CA","S6","D6","C6","S9",6
"SA","D3","H5","D5","C5",6
"HA","H4","H9","H10","HQ",4
"H2","D2","C2","S10","DK",6
"S3","H3","C3","S10","HJ",6
"D4","H5","S10","D10","C10",6
"C4","H7","D7","C7","D9",6
"H2","S3","H4","C5","S6",5
"CA","HJ","DJ","CJ","DQ",6
"DA","C2","H3","D3","C3",6
"S6","D7","H8","C9","H10",5
"D2","C8","SJ","HJ","CJ",6
"S2","S4","S5","S8","SK",4
"SA","HA","DA","H9","D10",6
"S2","H2","C2","S9","CJ",6
"H2","D3","S9","D9","C9",6
"S4","H4","C4","H6","HJ",6
"SA","DA","CA","S7","D7",3
"S2","S3","C4","H5","C6",5
"S5","C6","C7","H8","D9",5
"C4","H5","D6","S7","C8",5
"S3","D6","S7","D7","C7",6
"SA","HA","CA","S2","C2",3
"SA","DA","CA","C3","DJ",6
"S2","H2","D2","S3","C6",6
"S2","S8","D8","C8","HJ",6
"S3","H3","D3","D6","C10",6
"SA","C6","S8","H8","C8",6
"S3","C4","S5","D6","D7",5
"S5","H5","HK","DK","CK",3
"D2","H6","D6","C6","H9",6
"S4","D4","C4","C5","DK",6
"D5","C5","S9","H9","C9",3
"SA","HA","CA","D5","H7",6
"H4","D4","C4","SJ","DK",6
"C3","C4","C8","CJ","CK",4
"H2","S7","H7","D7","S9",6
"D2","H7","H8","D8","C8",6
"D2","C3","HQ","DQ","CQ",6
"CA","S2","D2","C2","D5",6
"HA","S3","SQ","HQ","DQ",6
"C2","C5","C6","C10","CQ",4
"S4","D4","C4","S10","CJ",6
"C7","C8","D9","D10","DJ",5
"S3","H3","S4","H4","C4",3
"HA","HJ","DJ","CJ","DK",6
"H4","S7","D7","C7","DK",6
"S10","D10","C10","DQ","CQ",3
"C5","S7","H7","D7","SJ",6
"H7","D7","C7","H9","D9",3
"D3","D7","D10","DJ","DK",4
"H4","S6","H6","D6","HQ",6
"H6","H7","S9","H9","C9",6
"CA","S4","H4","C4","H10",6
"C5","D8","SJ","DJ","CJ",6
"S7","H7","D7","CJ","CQ",6
"D4","S6","H6","C6","DJ",6
"S3","H3","D3","H8","CK",6
"D2","D5","D10","DJ","DQ",4
"D9","C9","HJ","DJ","CJ",3
"SA","DA","CA","CJ","SQ",6
"HA","DA","CA","S6","DK",6
"S2","D4","S5","H5","C5",6
"DA","S2","H2","D2","D4",6
"S5","H5","D5","S7","HJ",6
"H5","H6","H9","HJ","HK",4
"D4","C7","S9","H9","D9",6
"SA","H10","SJ","DQ","DK",5
"S4","D4","S5","D5","C5",3
"SA","H2","S6","H6","D6",6
"S3","S9","H9","C9","CJ",6
"HA","H4","H5","H7","H10",4
"D4","H7","S8","D8","C8",6
"CA","D7","S8","H8","D8",6
"S7","H8","C9","D10","SJ",5
"D3","S4","H4","D4","H5",6
"DA","D2","S5","H5","D5",6
"S2","D2","C2","H3","H5",6
"D3","S10","HJ","DJ","CJ",6
"C5","S6","S7","H8","D9",5
"D3","H8","S9","H9","D9",6
"SA","DA","CA","D8","HK",6
"H5","D5","C5","C7","C10",6
"C4","S8","H8","C8","S10",6
"D9","C9","S10","H10","D10",3
"S2","H2","C2","H10","CJ",6
"S3","H3","C3","D7","HK",6
"H6","D6","C6","H8","C10",6
"SA","HA","DA","D3","D10",6
"CA","C2","S3","D4","C5",5
"HA","H2","C3","H4","D5",5
"S5","H5","D5","H10","SK",6
"C9","S10","DJ","CQ","CK",5
"S3","S6","H9","D9","C9",6
"S3","D3","C3","C8","HJ",6
"HA","C7","S8","H8","C8",6
"DA","S4","D4","C4","H6",6
"H2","C3","D4","H5","C6",5
"SA","S2","H3","D4","S5",5
"H3","S9","H9","C9","CK",6
"H4","S5","H6","S7","H8",5
"S3","H3","C3","D7","C9",6
"C2","S3","SK","HK","DK",6
"H2","H5","HQ","DQ","CQ",6
"S3","C4","C5","S6","S7",5
"S2","S8","H8","C8","S10",6
"S4","S7","H7","D7","H9",6
"HA","C3","S5","D5","C5",6
"H7","D7","C7","D8","HJ",6
"S2","C9","SJ","HJ","CJ",6
"C2","S3","S4","S5","S6",5
"SA","S5","H5","D5","S7",6
"D5","S6","H6","D6","DK",6
"S3","H3","D3","S4","S7",6
"H4","S9","H9","C9","HJ",6
"C6","S7","H7","D7","S10",6
"SA","H3","D3","C3","S8",6
"CA","HJ","SQ","HQ","CQ",6
"S6","C8","SK","HK","CK",6
"C3","S10","D10","C10","HQ",6
"H4","S7","D7","C7","CQ",6
"SA","S7","H7","C7","C8",6
"S3","H5","D5","C5","D7",6
"HA","H4","H8","D8","C8",6
"CA","H8","D8","C8","D10",6
"H3","D3","C3","C7","HK",6
"HA","C3","H6","D6","C6",6
"H4","S6","H6","C6","S7",6
"SA","HA","CA","S6","SK",6
"SA","C10","CJ","DQ","SK",5
"H5","S9","H9","D9","DJ",6
"H5","C6","D7","S8","C9",5
"CA","H10","HJ","HQ","SK",5
"H2","D2","C2","S8","D8",3
"D4","H10","D10","C10","DK",6
"C6","S10","H10","C10","CQ",6
"HA","DA","CA","S9","H10",6
"S7","H7","C7","DJ","HK",6
"H3","S6","D6","C6","C10",6
"H7","D7","C7","SQ","CQ",3
"HA","DA","CA","S3","SK",6
"C5","H6","S7","S8","S9",5
"H5","D5","C5","H9","D10",6
"D5","S6","H6","D6","S10",6
"SA","S2","S3","S10","SK",4
"D6","HQ","DQ","CQ","CK",6
"S5","H5","C5","D6","C8",6
"H6","D7","C8","C9","H10",5
"S2","H2","D2","C8","DJ",6
"H8","S9","H10","SJ","SQ",5
"H5","S6","D6","C6","SQ",6
"HA","D6","S9","H9","D9",6
"S7","C9","SQ","HQ","CQ",6
"CA","S6","HJ","DJ","CJ",6
"S3","H3","D3","S4","S9",6
"H3","D3","C3","H8","SQ",6
"S2","D2","C2","C3","D5",6
"D4","S6","S9","D9","C9",6
"DA","H4","HJ","DJ","CJ",6
"D2","S9","SK","HK","CK",6
"S5","D5","C5","C6","DJ",6
"S6","D6","C6","S9","CK",6
"H6","D6","C6","H7","SQ",6
"S3","H3","C3","D6","C8",6
"HA","S4","HK","DK","CK",6
"H3","S10","D10","C10","DJ",6
"H7","D7","C7","S10","DK",6
"D2","S5","S10","D10","C10",6
"CA","D7","S9","H9","D9",6
"D8","D9","C10","DJ","DQ",5
"SA","S4","H4","D4","D6",6
"C2","S4","D4","C4","CQ",6
"DA","C2","S3","S4","S5",5
"D3","D6","H9","D9","C9",6
"HA","S6","H6","C6","H7",6
"C3","D6","SQ","HQ","DQ",6
"S2","H2","C2","S6","HQ",6
"S3","D4","S7","H7","D7",6
"SA","S2","H2","C2","S10",6
"C9","C10","HJ","CQ","CK",5
"DA","S3","H10","D10","C10",6
"D6","S7","H8","D8","C8",6
"H4","D4","C4","S6","H10",6
"S3","H3","D3","H5","S6",6
"C4","S9","H9","C9","D10",6
"SQ","DQ","CQ","SK","CK",3
"S3","S4","S6","H6","D6",6
"H5","D5","C5","H7","HQ",6
"D3","C3","S9","H9","C9",3
"C6","SJ","HJ","CJ","SQ",6
"S2","H2","D2","D6","C9",6
"C5","S7","H7","D7","HJ",6
"SA","DA","CA","H3","H5",6
"H2","D3","S9","H9","C9",6
"H5","DJ","SK","HK","CK",6
"SA","DA","CA","S10","C10",3
"HA","S2","S8","D8","C8",6
"HA","C9","HK","DK","CK",6
"S6","D6","C6","H8","CJ",6
"D4","S8","D8","C8","HQ",6
"D3","H7","SQ","HQ","CQ",6
"S5","H5","D5","H9","DQ",6
"H3","D6","H10","D10","C10",6
"C8","D9","S10","SJ","DQ",5
"S4","H4","C4","C5","SQ",6
"S6","D6","C6","SJ","DJ",3
"S4","S7","HJ","DJ","CJ",6
"S2","H2","D2","C4","S9",6
"SA","H8","D8","C8","CK",6
"DA","H9","SK","DK","CK",6
"S4","D5","D6","D7","S8",5
"SA","HA","DA","H9","C9",3
"H5","D5","C5","D6","H8",6
"S6","H6","D6","H7","HQ",6
"S7","D7","C7","HQ","CK",6
"C3","S5","D5","C5","C6",6
"D2","H3","S8","D8","C8",6
"S4","D4","C4","D7","DK",6
"S7","S8","S9","C10","HJ",5
"SA","DA","CA","H7","CQ",6
"C2","H4","H9","D9","C9",6
"S7","H7","C7","SQ","DK",6
"S3","D3","C3","H6","DQ",6
"SA","H4","S5","H5","D5",6
"S4","S5","D5","C5","SK",6
"H2","S6","H6","C6","C7",6
"H4","SJ","DJ","CJ","SQ",6
"S5","D5","C5","S10","SK",6
"C3","S5","D5","C5","S7",6
"H2","C2","S5","H5","C5",3
"DA","H6","HJ","DJ","CJ",6
"D4","S5","D6","D7","S8",5
"SA","D7","S9","H9","D9",6
"C3","C4","S6","H6","C6",6
"SA","HA","CA","D3","D9",6
"S3","H3","D3","S7","H9",6
"C4","H5","S6","D7","C8",5
"H4","DJ","SQ","HQ","CQ",6
"D4","S10","H10","C10","HK",6
"H4","S6","H6","D6","H7",6
"S5","H5","D5","D10","CK",6
"H2","D2","C2","H6","H8",6
"H4","H5","C6","H7","H8",5
"H6","H7","D8","H9","H10",5
"D2","C3","S4","D5","S6",5
"C4","SJ","HK","DK","CK",6
"SA","S2","S3","H4","D5",5
"H6","H7","D7","C7","HK",6
"S7","D7","C7","S10","CJ",6
"D3","S5","H5","C5","S6",6
"C5","S6","H7","H8","D9",5
"S6","CJ","SQ","HQ","CQ",6
"C5","H8","SQ","HQ","CQ",6
"C2","S3","D3","C3","S6",6
"H5","D6","SJ","HJ","CJ",6
"HA","DA","CA","D6","D8",6
"C3","S6","H6","D6","D10",6
"H2","S4","D4","C4","HQ",6
"S2","D2","C2","H3","S10",6
"S2","H2","D2","C4","H9",6
"H3","C8","S10","H10","C10",6
"C2","D3","H4","C5","D6",5
"SA","HA","CA","SK","DK",3
"S7","H7","D7","S10","DQ",6
"SA","S3","H6","D6","C6",6
"CA","C9","CJ","CQ","CK",4
"CA","C5","HQ","DQ","CQ",6
"HA","H4","H5","H10","HK",4
"S4","H9","D9","C9","CQ",6
"CA","S3","D3","C3","C5",6
"S3","H3","D3","H4","S9",6
"HA","S2","S3","C4","S5",5
"S4","H4","C4","DQ","DK",6
"C5","D6","D7","H8","D9",5
"SA","S3","S5","SJ","SQ",4
"DA","S6","H6","C6","H10",6
"S2","H2","D2","S6","D9",6
"D3","S4","H6","D6","C6",6
"S2","H6","D6","C6","DJ",6
"DA","S8","SK","HK","CK",6
"D3","S8","H8","D8","D9",6
"H3","D3","C3","C4","CJ",6
"C2","H9","HQ","DQ","CQ",6
"HA","HQ","DQ","CQ","SK",6
"C3","H7","SJ","HJ","CJ",6
"S3","D4","D5","H6","C7",5
"H8","S9","C10","SJ","HQ",5
"S4","H4","D4","H7","SK",6
"H3","D3","C3","S7","D8",6
"S2","H2","D2","S8","S10",6
"S3","S6","D6","C6","DJ",6
"H3","D3","C3","H4","D8",6
"DA","H3","S8","H8","D8",6
"S2","H2","C2","C5","DJ",6
"S2","D2","C2","H3","D10",6
"C3","S6","H6","C6","D8",6
"CA","S5","D5","C5","D8",6
"S5","H6","D6","C6","DJ",6
"D4","S8","SK","DK","CK",6
"D3","SJ","HK","DK","CK",6
"S5","D7","S10","H10","C10",6
"H7","C8","SJ","DJ","CJ",6
"H5","D5","C5","S7","D10",6
"H2","D2","C2","H4","DK",6
"S4","S5","S6","C7","S8",5
"SA","DA","CA","C8","SJ",6
"S5","S7","H7","D7","CQ",6
"C7","S8","D9","S10","HJ",5
"HA","DA","CA","S3","HK",6
"H5","S7","S10","D10","C10",6
"S6","S7","SQ","DQ","CQ",6
"C3","S4","H4","C4","D9",6
"SA","HA","CA","H3","HJ",6
"C4","H5","C6","D7","H8",5
"H3","S8","H8","D8","HJ",6
"DA","H2","D2","C2","H8",6
"H5","S6","SJ","HJ","DJ",6
"S2","H2","D2","D10","C10",3
"S3","S7","H7","D7","D9",6
"S3","D3","C3","H9","H10",6
"C2","S3","HQ","DQ","CQ",6
"H2","D2","C2","D6","SK",6
"DA","S4","H4","D4","H9",6
"HA","DA","CA","C9","CJ",6
"SA","DA","CA","CJ","CQ",6
"H3","C6","S7","H7","C7",6
"DA","CA","S3","H3","D3",3
"S2","D2","C2","D4","CJ",6
"D5","S6","H6","C6","DK",6
"S4","D4","C4","C10","DQ",6
"H3","C10","SK","HK","CK",6
"S2","S6","H6","D6","D9",6
"S2","H2","C2","S9","D9",3
"C2","H7","D7","C7","HJ",6
"H3","H5","H8","H10","HJ",4
"S2","D2","C2","S8","D8",3
"HA","S7","S9","D9","C9",6
"C3","S4","H5","C6","C7",5
"SA","HA","CA","C6","D9",6
"S7","H9","D9","C9","CK",6
"S3","S7","D7","C7","DK",6
"D5","C8","S10","H10","C10",6
"H5","D5","C5","D6","SQ",6
"SA","DA","CA","H8","D9",6
"S6","H6","D6","C9","DJ",6
"SA","H2","C3","H4","D5",5
"S9","H9","D9","SQ","DQ",3
"H5","H7","D7","C7","SJ",6
"D3","S4","H4","D4","CJ",6
"S4","S7","H7","C7","S10",6
"D2","S10","HK","DK","CK",6
"S2","D2","C2","H4","SQ",6
"S5","H5","C5","D8","D10",6
"S3","H3","D3","C10","SQ",6
"S2","D2","C2","S8","S9",6
"S7","C8","C9","D10","DJ",5
"DA","H5","D5","C5","H6",6
"D5","D8","SJ","DJ","CJ",6
"H2","S3","D4","S5","S6",5
"D2","D3","SQ","HQ","CQ",6
"DA","H8","SQ","HQ","CQ",6
"SA","CA","H5","D5","C5",3
"H9","S10","DJ","SQ","HK",5
"H5","H6","H7","H9","H10",4
"H6","SJ","DJ","CJ","SK",6
"D7","H8","D8","C8","CK",6
"CA","C3","HJ","DJ","CJ",6
"H7","D7","C7","S9","HK",6
"H6","S9","SJ","HJ","CJ",6
"D3","H4","D4","C4","S10",6
"S2","D3","H8","D8","C8",6
"H7","H8","SQ","DQ","CQ",6
"CA","S3","H3","D3","S10",6
"H5","D5","C5","C6","H9",6
"D5","D8","S9","D9","C9",6
"S9","S10","CJ","CQ","HK",5
"HA","S7","D7","C7","HJ",6
"SA","H6","SJ","DJ","CJ",6
"HA","H9","HJ","HQ","HK",4
"DA","D2","H10","D10","C10",6
"D2","S7","SQ","DQ","CQ",6
"SA","S9","D9","C9","CK",6
"SA","C10","CJ","HQ","SK",5
"CA","S9","SJ","HJ","CJ",6
"S3","S5","H10","D10","C10",6
"H9","D9","HJ","DJ","CJ",3
"C3","S8","S9","H9","C9",6
"S2","H6","S9","H9","C9",6
"S6","H6","C6","H9","SJ",6
"C4","S6","H6","D6","D8",6
"D5","C7","H9","D9","C9",6
"S2","S8","H8","C8","CK",6
"H3","D3","C3","D10","HJ",6
"H2","DJ","SK","HK","DK",6
"H5","H6","S7","H8","D9",5
"S2","S9","D9","C9","CJ",6
"H2","H3","S4","D5","H6",5
"D2","C5","S10","H10","D10",6
"S7","D7","C7","DQ","SK",6
"DA","C7","SJ","HJ","DJ",6
"S7","H7","C7","H10","DK",6
"S4","H5","D5","C5","SK",6
"S6","H9","H10","D10","C10",6
"S5","H5","C5","C8","CJ",6
"S3","H4","D4","C4","HQ",6
"S2","H4","D4","C4","D9",6
"S2","H3","D4","D5","C6",5
"H5","H6","S7","C8","D9",5
"SA","S8","D8","C8","D9",6
"H4","C5","C6","C7","C8",5
"S5","S6","C7","S8","H9",5
"HA","S6","H6","C6","H10",6
"H5","SJ","HJ","CJ","CK",6
"S3","S7","H7","C7","D10",6
"S2","S6","H6","D6","H10",6
"H4","SJ","HJ","DJ","SK",6
"CA","H2","H3","H4","H5",5
"SA","C2","C3","D4","H5",5
"D2","C3","C4","D5","H6",5
"D3","C4","S5","C6","D7",5
"D2","S3","H3","C3","D8",6
"S3","D3","C3","C7","HQ",6
"S6","HJ","DJ","CJ","CQ",6
"CA","S9","H9","C9","H10",6
"H4","H5","H7","H9","HQ",4
"CA","S4","H4","C4","D8",6
"D4","C5","H6","C7","S8",5
"D8","D9","C10","HJ","DQ",5
"S6","S7","D8","S9","D10",5
"D6","D7","D8","C9","C10",5
"H2","D2","C2","C9","H10",6
"HA","D8","SK","HK","DK",6
"H4","S10","H10","C10","HJ",6
"C6","HQ","DQ","CQ","CK",6
"D4","S8","SQ","HQ","DQ",6
"D2","H6","S7","H7","C7",6
"H3","S8","SJ","HJ","CJ",6
"C6","D7","C8","S9","S10",5
"HA","DA","CA","S2","C10",6
"SA","S7","H7","C7","D9",6
"CA","C2","S3","S4","D5",5
"H4","S5","D5","C5","H9",6
"HA","D10","CJ","SQ","SK",5
"D2","D3","S4","S5","S6",5
"S6","H7","D7","C7","C9",6
"H2","S3","H4","S5","S6",5
"SA","DA","CA","S4","HJ",6
"S4","H4","C4","S7","H8",6
"SA","S3","D3","C3","H7",6
"CA","H6","S8","H8","D8",6
"H3","D4","C5","C6","H7",5
"S2","H2","D2","C2","DK",2
"S6","H7","S8","C9","H10",5
"C2","C6","HK","DK","CK",6
"S6","H6","C6","S9","HQ",6
"C8","H9","C10","SJ","DQ",5
"S2","H2","D2","S6","D10",6
"S5","H5","C5","D8","SK",6
"S6","H6","C6","D7","S9",6
"H2","D2","C2","H7","D7",3
"C9","D10","HJ","CQ","CK",5
"H3","H5","H8","H10","HK",4
"H2","H8","S9","H9","C9",6
"S4","H4","D4","H7","DK",6
"C2","S5","H6","D6","C6",6
"C2","H4","D4","C4","H9",6
"SA","DA","CA","C4","D5",6
"S6","H6","D6","HQ","SK",6
"D3","D6","D8","D9","DK",4
"CA","D3","S5","H5","D5",6
"H2","D4","S9","H9","D9",6
"S5","H5","D5","HQ","DK",6
"H9","C9","SJ","HJ","CJ",3
"D2","H3","S4","C5","S6",5
"S7","HJ","DJ","CJ","SK",6
"H2","S7","S10","H10","D10",6
"S2","S4","H4","C4","S6",6
"H5","S7","H7","D7","HK",6
"H6","C7","S8","D9","H10",5
"CA","H7","D7","C7","SK",6
"S2","H2","C2","C10","CK",6
"S2","H2","D2","C3","DQ",6
"S3","H3","D3","C3","H4",2
"C6","S10","H10","D10","SK",6
"HA","DA","CA","H4","D10",6
"D2","D5","D7","DJ","DK",4
"H2","D2","C2","C7","H9",6
"DA","S5","D5","C5","S9",6
"H5","H6","S9","H9","D9",6
"D2","H6","D6","C6","SK",6
"H3","D3","C3","H6","H7",6
"CA","S10","H10","D10","CK",6
"S2","D5","SJ","DJ","CJ",6
"SA","HA","CA","H8","H9",6
"C2","D3","C4","D5","C6",5
"SA","HA","DA","D5","H6",6
"C5","S7","H7","D7","D8",6
"D7","D8","H9","S10","HJ",5
"C3","SJ","HJ","DJ","HK",6
"D8","D9","D10","CJ","CQ",5
"C2","S4","D4","C4","HJ",6
"S3","H5","H7","D7","C7",6
"S5","H5","D5","SJ","HQ",6
"S2","D10","SJ","DJ","CJ",6
"SA","C10","DJ","HQ","HK",5
"C3","C8","SK","HK","DK",6
"C8","S9","D10","SJ","DQ",5
"D2","S5","H5","D5","D8",6
"DA","S2","H10","D10","C10",6
"SA","HA","DA","C4","DQ",6
"HJ","DJ","SQ","HQ","CQ",3
"DA","H3","D3","C3","S5",6
"H5","H7","D7","C7","D9",6
"D8","C9","H10","CJ","HQ",5
"SA","DA","CA","S6","S9",6
"S2","H6","D6","C6","D9",6
"S6","D6","C6","S9","C9",3
"H2","D2","C2","D9","DQ",6
"S4","D4","C4","SQ","DQ",3
"S7","S10","H10","D10","SJ",6
"D2","C3","S4","H5","D6",5
"H2","H4","H5","H8","H10",4
"C4","S6","H6","D6","DJ",6
"D2","D3","D6","D8","DJ",4
"HA","H2","D2","C2","D5",6
"H2","H3","H7","H10","HK",4
"S3","H3","D3","S5","CJ",6
"H3","H6","H7","H10","HQ",4
"D2","S7","H7","D7","D9",6
"HA","S4","D4","C4","HK",6
"H10","D10","C10","SK","HK",3
"S5","S7","H7","D7","HJ",6
"S3","S4","H4","C4","S9",6
"C3","C5","SQ","HQ","CQ",6
"D5","S8","S10","H10","D10",6
"H9","D10","DJ","HQ","CK",5
"S3","DJ","SK","HK","CK",6
"S5","D5","C5","S9","CQ",6
"SA","S4","D4","C4","D6",6
"H6","HJ","DJ","CJ","DK",6
"SA","HA","DA","C2","SK",6
"D3","D10","SJ","DJ","CJ",6
"S3","D3","C3","D9","DQ",6
"SA","H6","S7","D7","C7",6
"CA","H10","SJ","CQ","SK",5
"SA","S6","D6","C6","SJ",6
"S7","S9","H9","D9","H10",6
"S6","D6","C6","HJ","DQ",6
"H4","H7","SK","HK","DK",6
"S6","S7","HJ","DJ","CJ",6
"C2","S3","H3","D3","H6",6
"D3","C4","C5","S6","S7",5
"S3","D3","C3","C6","S8",6
"SA","HA","CA","SQ","HQ",3
"H6","SJ","SK","HK","CK",6
"SA","HA","CA","S3","H8",6
"S2","H2","D2","D4","DQ",6
"H3","S4","D4","C4","D9",6
"S2","H3","D4","S5","C6",5
"H2","H3","H4","H7","HK",4
"S8","C9","D10","CJ","HQ",5
"D2","C9","S10","D10","C10",6
"D3","C5","S7","D7","C7",6
"H2","H3","SQ","HQ","CQ",6
"D4","S6","H6","C6","HK",6
"S5","D5","C5","C7","CQ",6
"S7","S8","H9","H10","HJ",5
"C6","H7","S8","D9","S10",5
"SA","C10","SJ","CQ","SK",5
"H2","S5","H5","C5","D10",6
"C2","H3","S7","D7","C7",6
"S2","C3","H10","D10","C10",6
"D4","C5","H6","D7","D8",5
"HJ","DJ","CJ","HK","CK",3
"SA","S10","HJ","HQ","DK",5
"S3","H3","D3","D5","HJ",6
"SA","S5","H5","D5","SK",6
"SA","HA","DA","C5","C7",6
"D4","C5","C6","H7","D8",5
"S7","H8","SQ","HQ","CQ",6
"HA","C3","S10","H10","C10",6
"D4","S5","S8","D8","C8",6
"H4","D4","C4","D8","C9",6
"S4","H4","D4","C5","H10",6
"S5","H5","C5","C6","C7",6
"S5","D6","H7","H8","S9",5
"HA","H2","H3","H4","H6",4
"D9","S10","SJ","HQ","CK",5
"H4","H6","D6","C6","D10",6
"DA","S2","H2","C2","S8",6
"S7","D7","SQ","HQ","DQ",3
"D6","S7","S8","H8","C8",6
"D4","D5","H6","S7","H8",5
"S5","S6","SK","DK","CK",6
"CA","HJ","DJ","CJ","SQ",6
"S3","H10","D10","C10","HJ",6
"S2","D2","C2","H4","HQ",6
"D4","C8","H9","D9","C9",6
"H2","S3","D3","C3","S9",6
"H3","S5","H5","C5","H10",6
"H4","H5","D5","C5","S6",6
"C4","H5","D6","D7","S8",5
"D5","HQ","DQ","CQ","DK",6
"C6","C7","D8","D9","C10",5
"H6","S8","H8","D8","S9",6
"HA","H7","S10","H10","D10",6
"S2","D2","C2","C3","S5",6
"S10","H10","D10","C10","CK",2
"S3","D3","C3","H5","SJ",6
"S2","S3","S4","S6","S8",4
"S2","H3","S7","H7","C7",6
"H2","H5","S8","D8","C8",6
"D3","C4","C5","H6","C7",5
"S2","D9","SK","DK","CK",6
"CA","S2","S7","H7","D7",6
"DA","H10","CJ","SQ","HK",5
"SA","S3","H3","D3","D8",6
"H4","H7","H8","H10","HQ",4
"S2","D2","C2","H6","SJ",6
"S6","H6","D6","C6","H7",2
"C5","S6","H6","D6","DQ",6
"SA","HA","CA","C7","SJ",6
"HA","H6","D6","C6","H9",6
"CA","C7","C9","C10","CQ",4
"S8","D8","S9","D9","C9",3
"CA","S10","H10","C10","HQ",6
"C3","D7","S9","H9","C9",6
"S6","H6","C6","CQ","DK",6
"HA","H4","H5","H7","HJ",4
"D5","S6","SJ","HJ","DJ",6
"S6","SQ","HQ","DQ","CK",6
"D4","S5","H5","C5","D6",6
"C4","S10","D10","C10","CJ",6
"H2","S7","H7","C7","H9",6
"C4","H8","S9","D9","C9",6
"SA","HA","DA","D2","C7",6
"DA","S7","D7","C7","C8",6
"S4","D7","HK","DK","CK",6
"DA","D2","D3","D6","D9",4
"H6","D6","C6","H9","CK",6
"D5","C6","SK","HK","DK",6
"C4","S5","H5","D5","DQ",6
"S10","C10","SK","DK","CK",3
"HA","C10","CJ","HQ","CK",5
"D3","C5","S10","H10","C10",6
"S2","S8","H10","D10","C10",6
"H7","H9","D9","C9","CK",6
"S4","H5","S8","H8","C8",6
"H3","H4","S6","H6","D6",6
"C2","C5","S10","H10","D10",6
"C2","H7","SQ","HQ","CQ",6
"H6","S10","H10","D10","CQ",6
"S4","S5","H6","H7","S8",5
"H5","D6","SJ","HJ","DJ",6
"S6","C9","H10","D10","C10",6
"C4","H6","D6","C6","HQ",6
"C3","S8","SQ","HQ","CQ",6
"D5","C6","S10","H10","C10",6
"SA","H8","HQ","DQ","CQ",6
"C6","S10","SK","DK","CK",6
"D4","C8","SK","DK","CK",6
"H2","C2","S3","H3","D3",3
"S4","H4","C4","DQ","CQ",3
"S3","D3","C3","S9","D10",6
"H2","H4","H8","H9","HJ",4
"DA","C3","SQ","DQ","CQ",6
"D6","D7","D8","C9","S10",5
"S4","S8","D8","C8","CJ",6
"SA","HA","CA","D2","D7",6
"H2","C7","HK","DK","CK",6
"C4","D5","H7","D7","C7",6
"H2","S3","H3","C3","D4",6
"S7","S8","D9","D10","DJ",5
"SA","DA","CA","D10","SK",6
"H2","H3","H7","HJ","HQ",4
"H3","D3","C3","S5","SK",6
"DA","S5","D5","C5","H8",6
"HA","H7","H8","D8","C8",6
"S4","H4","C4","H8","S10",6
"CA","C2","C4","C9","CK",4
"SA","HA","DA","CA","C7",2
"S2","S7","H7","D7","CJ",6
"HA","H5","H8","HJ","HK",4
"D4","C7","SQ","DQ","CQ",6
"DA","S4","D4","C4","D9",6
"C5","S6","H7","H8","H9",5
"S2","S4","S7","S9","SQ",4
"H6","D6","C6","SQ","HQ",3
"S6","H6","D6","D8","H10",6
"HA","H4","H7","H9","HK",4
"SA","HA","CA","D4","S8",6
"C7","S8","C9","S10","DJ",5
"SA","H8","S9","D9","C9",6
"D2","D3","D4","D9","D10",4
"S6","S7","C8","H9","S10",5
"S7","SQ","HQ","CQ","CK",6
"S4","S6","D6","C6","H7",6
"S3","D3","C3","D5","SJ",6
"SA","HA","DA","D8","SQ",6
"S2","H2","D2","C7","H8",6
"C3","H4","D4","C4","CQ",6
"H3","D3","C3","H7","C7",3
"SA","DA","CA","C6","DK",6
"H2","H4","H6","H7","H8",4
"S4","D4","C4","C9","C10",6
"D5","C6","SQ","HQ","CQ",6
"S3","S6","S7","S9","SQ",4
"H3","D3","C3","CJ","HQ",6
"H6","D6","C6","S7","HQ",6
"S7","S8","D8","C8","S9",6
"S2","S5","S6","S8","SQ",4
"H2","D2","C2","C4","C5",6
"S3","H3","C3","D7","S9",6
"H4","S8","S9","H9","C9",6
"H5","S6","D6","C6","CQ",6
"H4","D4","C4","S5","D7",6
"S6","H7","C8","H9","C10",5
"DA","S10","SJ","DQ","DK",5
"H2","C5","SQ","HQ","DQ",6
"S9","SJ","HJ","DJ","CJ",2
"H6","S10","H10","D10","SK",6
"HA","S5","H10","D10","C10",6
"D4","H5","D5","C5","D7",6
"H4","S10","H10","D10","HQ",6
